,Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
9801,4a0bbd18-5567-4787-a997-942669d5ade4,08530a56-0607-44c5-9f50-886dcaad8ec3,Fully Paid,107998.0,Short Term,724.0,1174162.0,0 years,Home Mortgage,Debt Consolidation,5122.02,15.4,300.0,9.0,0.0,118769.0,198748.0,0.0,0.0
9802,cf8e200f-d760-41f0-8002-d168f3176845,5a698a8b-88be-4d36-b10f-7073d42e849e,Fully Paid,270028.0,Long Term,739.0,1554656.0,10+ years,Home Mortgage,Debt Consolidation,30834.15,19.4,300.0,11.0,0.0,494342.0,1269180.0,0.0,0.0
9803,7995e877-3a82-4da4-bd0c-b0fda0a5310c,7ddeb0c9-fca3-467b-b46b-2450b68df0e7,Charged Off,481448.0,Long Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,8996.5,22.5,35.0,5.0,0.0,0.0,0.0,0.0,0.0
9804,1319fd94-ff33-4e66-b021-0dafe1cc63c6,ff81260f-bc4d-4369-b11b-68e9b8f1f80b,Fully Paid,287958.0,Short Term,724.0,1174162.0,2 years,Home Mortgage,Debt Consolidation,13188.28,14.0,300.0,10.0,1.0,23788.0,362516.0,1.0,0.0
9805,4a5fca7e-4003-466a-901d-0549c07d1fde,b62736d7-fc2e-4976-9906-cef3e8a94134,Charged Off,224158.0,Long Term,724.0,1174162.0,5 years,Rent,Debt Consolidation,18734.19,15.6,19.0,3.0,0.0,2432.0,11198.0,0.0,0.0
9806,27692707-8983-47ea-9a18-fd635a991978,56d92252-300a-49cc-bc37-ae7216671fc1,Fully Paid,263780.0,Short Term,737.0,1006202.0,8 years,Home Mortgage,Debt Consolidation,25322.44,17.9,300.0,14.0,0.0,259141.0,785488.0,0.0,0.0
9808,c20e784c-cc2a-40ff-bcf6-8bf866d4abf5,48274b75-e755-4c83-b24d-c154b185212e,Fully Paid,174768.0,Short Term,707.0,1509360.0,8 years,Home Mortgage,Debt Consolidation,26464.15,14.6,300.0,12.0,0.0,162203.0,251746.0,0.0,0.0
9810,833a7cb2-f9fb-4f2f-9b2a-0df1ba1c8be2,9915b456-107e-4aac-bad0-396f462aa43e,Fully Paid,110044.0,Short Term,713.0,699846.0,2 years,Rent,Debt Consolidation,9797.92,8.5,300.0,8.0,0.0,110846.0,167552.0,0.0,0.0
9811,380b23ca-d7a0-4cb4-affa-239f5e3cea6f,a417b8e4-3063-4d42-b7e8-a324b6b465f2,Fully Paid,447964.0,Short Term,732.0,1276705.0,6 years,Rent,Debt Consolidation,23193.3,21.7,16.0,9.0,0.0,589627.0,884356.0,0.0,0.0
9812,4abcaea6-ede0-4036-8661-a5b54440626d,27fc6000-a459-4607-b9ec-de846fc5bf9d,Charged Off,521972.0,Long Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,29349.11,18.3,74.0,10.0,0.0,343463.0,475706.0,0.0,0.0
9813,ae8ec2c7-d73f-4bfe-8653-cc6d5f7b9d0e,ef1df955-e2b6-4393-b2cf-720cca3c158a,Fully Paid,440044.0,Short Term,730.0,1615171.0,10+ years,Home Mortgage,Debt Consolidation,19381.9,13.4,55.0,7.0,0.0,351842.0,536734.0,0.0,0.0
9816,f911bcc9-369d-4401-bcf5-3584bf4f67ef,5ee57423-55b9-43aa-8296-05bee469bf56,Fully Paid,224356.0,Short Term,749.0,1646977.0,2 years,Rent,Debt Consolidation,9923.13,18.0,300.0,6.0,0.0,135470.0,460020.0,0.0,0.0
9817,9e99df8a-5da4-4315-b7a6-d96f7ffc2106,95add02a-2d46-4f93-8cd1-549c53371200,Fully Paid,216766.0,Short Term,724.0,1174162.0,9 years,Rent,Debt Consolidation,13978.11,12.0,61.0,12.0,0.0,164711.0,1009052.0,0.0,0.0
9818,181ab855-d3a8-4674-adb6-3bbc67a93539,12f91293-f450-439a-a7c2-10afbc607d31,Fully Paid,431464.0,Short Term,724.0,1174162.0,8 years,Rent,Debt Consolidation,13945.81,11.3,300.0,9.0,0.0,171950.0,273108.0,0.0,0.0
9820,439cf6ab-7d93-464f-ab4b-26103a451fb9,2c64dbc4-51f2-4bcd-918a-b7577e0df522,Fully Paid,132770.0,Short Term,743.0,700815.0,< 1 year,Rent,Debt Consolidation,6482.61,10.7,300.0,9.0,0.0,106305.0,214456.0,0.0,0.0
9821,b1909d2a-82a8-4d10-8421-5c90540eb5a3,25593c90-7389-4290-9576-0ede426a15e6,Fully Paid,437272.0,Long Term,719.0,1426862.0,10+ years,Home Mortgage,Debt Consolidation,18430.19,16.8,300.0,16.0,0.0,384313.0,944812.0,0.0,0.0
9822,77cf6920-f5c9-4e88-8170-f88fc74f6968,5be34ee0-9dcb-4eaa-9c4f-8cd984340f38,Fully Paid,432036.0,Short Term,740.0,1261144.0,10+ years,Home Mortgage,Debt Consolidation,6137.76,21.7,54.0,4.0,0.0,5320.0,25982.0,0.0,0.0
9823,32ccf8c2-c458-4a54-ad7b-b6a3d05fdc41,f97a9a9c-8bc5-44eb-a0db-3ba426ade033,Fully Paid,213950.0,Short Term,719.0,656564.0,2 years,Rent,Debt Consolidation,7386.25,20.2,26.0,18.0,1.0,74822.0,247544.0,0.0,0.0
9824,e949f8cf-e8d4-491b-b95e-685126732978,effb099d-bc1e-4026-a385-03528bdf9465,Charged Off,71126.0,Short Term,718.0,735205.0,6 years,Rent,Debt Consolidation,18257.86,7.3,46.0,7.0,0.0,377511.0,528572.0,0.0,0.0
9825,ffe31bd6-edc8-4ba0-a504-35fa87bb1518,9437835b-8a63-4a19-8fbc-625eccdea7f4,Fully Paid,152152.0,Short Term,724.0,1174162.0,3 years,Home Mortgage,Debt Consolidation,12154.87,10.6,300.0,12.0,0.0,193268.0,308682.0,0.0,0.0
9826,7b48e228-c8c5-4c6d-b9c8-cb34af93709f,9912e2af-531a-413f-83b1-b69c77968a57,Fully Paid,434764.0,Short Term,748.0,901151.0,< 1 year,Rent,Debt Consolidation,20501.19,17.5,51.0,13.0,0.0,458318.0,788546.0,0.0,0.0
9829,af61f536-aeb3-4db4-ac2b-2a5fe606dc9e,18b54773-92ea-45c1-9441-8e0ab5875331,Fully Paid,359216.0,Long Term,706.0,1085812.0,3 years,Home Mortgage,Debt Consolidation,24430.77,13.5,37.0,7.0,0.0,142044.0,404118.0,0.0,0.0
9830,03f3748f-27f2-46c4-ab1f-1b272b27958b,9a4881bd-b9af-4522-8888-bb86f416d94e,Fully Paid,220308.0,Short Term,733.0,1617261.0,2 years,Home Mortgage,Other,29245.37,9.6,77.0,11.0,0.0,240331.0,331276.0,0.0,0.0
9831,1b821eba-9a7e-4c61-977b-daf9f07a1e42,28c6efc7-b5d3-4a54-950e-9a0b0cd3bc31,Fully Paid,354420.0,Short Term,740.0,832200.0,< 1 year,Home Mortgage,Debt Consolidation,21290.64,13.5,300.0,13.0,0.0,256538.0,491766.0,0.0,0.0
9832,038c1b91-624e-4c50-bbb1-9fe189ff40f6,6d551f82-ef37-45c6-a404-0509fa4787c0,Fully Paid,502810.0,Short Term,715.0,1088054.0,1 year,Home Mortgage,Debt Consolidation,21851.71,14.9,77.0,11.0,1.0,38152.0,44990.0,1.0,0.0
9833,55eac61e-935e-4e9c-b0f4-65bbe9497380,76e6c70f-6fad-4dde-98f4-aabd3d506594,Fully Paid,327096.0,Long Term,701.0,1506624.0,7 years,Rent,Debt Consolidation,28374.79,14.8,56.0,21.0,0.0,323532.0,761420.0,0.0,0.0
9835,2dc983c0-5e64-4471-8f6b-cf7b705ebdd3,e9e5285c-5796-4613-879b-959927b0288c,Fully Paid,290114.0,Short Term,724.0,1174162.0,9 years,Home Mortgage,Home Improvements,13491.52,15.0,6.0,9.0,0.0,246354.0,720346.0,0.0,0.0
9836,7843a511-a34e-4eb1-ba66-621705f8e36c,44b1cde1-0ca1-4de7-b117-2e37a2d83dad,Fully Paid,474606.0,Long Term,701.0,1350786.0,7 years,Rent,Debt Consolidation,29266.84,14.4,47.0,21.0,0.0,393718.0,1255892.0,0.0,0.0
9837,ba161d28-c8ba-46de-be77-1eb732b78e4f,c322611d-f268-4a44-82a6-8eec45ae92fa,Fully Paid,222530.0,Short Term,690.0,595783.0,0 years,Own Home,Debt Consolidation,17327.05,19.5,300.0,9.0,0.0,385757.0,685058.0,0.0,0.0
9839,db7916ab-1641-4199-9174-50978e9f855d,d235985d-da19-464c-acef-60fdf8740b2b,Fully Paid,667084.0,Short Term,719.0,1313641.0,10+ years,Home Mortgage,Debt Consolidation,26820.21,14.6,300.0,15.0,1.0,562229.0,820952.0,0.0,0.0
9840,5d1b4a95-13a4-4171-b775-a241b14bdd5f,12a455f0-ef3d-40de-907a-39408153e992,Fully Paid,514558.0,Long Term,732.0,1255881.0,10+ years,Home Mortgage,Debt Consolidation,36420.34,17.8,300.0,10.0,0.0,434986.0,885214.0,0.0,0.0
9841,c43f2fc0-b926-42fa-b49d-277c5348c92e,a307a255-dae3-49d3-8d0c-71462b5a9e94,Fully Paid,224642.0,Short Term,740.0,582027.0,< 1 year,Own Home,Debt Consolidation,12610.68,10.9,300.0,9.0,0.0,332405.0,591206.0,0.0,0.0
9842,7df2d423-45e3-476d-9fe8-1f817e5fdbbd,fbdccdcc-1983-462d-a1d9-84d48971ec2a,Fully Paid,134530.0,Short Term,735.0,929423.0,8 years,Rent,Other,8442.27,9.3,300.0,4.0,0.0,19171.0,62700.0,0.0,0.0
9843,66c20b9c-7475-4674-b8fe-04994945210f,78808115-8f86-4ca9-97e7-0fb153ec2381,Fully Paid,378818.0,Short Term,736.0,1385651.0,5 years,Home Mortgage,Debt Consolidation,17436.11,17.4,300.0,12.0,0.0,386707.0,605924.0,0.0,0.0
9844,60e9da3c-1198-4f92-bb54-e48886f56ed0,5fd87f91-02d5-4152-a361-8413ca6d351a,Fully Paid,167486.0,Short Term,725.0,1343794.0,2 years,Rent,Business Loan,9832.12,14.7,300.0,5.0,0.0,115748.0,170742.0,0.0,0.0
9845,9b346754-9b6d-476a-998b-ea17cb8d7ab9,203c581a-4e94-40ea-ac2e-f85e5707fb06,Fully Paid,220066.0,Short Term,739.0,665209.0,5 years,Own Home,Debt Consolidation,5709.69,15.2,300.0,9.0,0.0,181127.0,324148.0,0.0,0.0
9846,9c81149a-f722-49f4-9d0b-9f999e4fd7ed,cb8177c1-6d0f-41dc-b462-25e276b3de3a,Fully Paid,174504.0,Short Term,706.0,343368.0,0 years,Rent,Debt Consolidation,6352.27,23.3,57.0,8.0,0.0,219982.0,663322.0,0.0,0.0
9847,54e50a08-0a83-4f0f-80ed-f7aa71c1e740,db673bdd-fcc6-46c1-88c2-c79416c2f9e1,Fully Paid,147510.0,Short Term,709.0,783959.0,10+ years,Rent,Debt Consolidation,7447.62,14.4,300.0,6.0,0.0,93746.0,172832.0,0.0,0.0
9848,5361da6c-18e8-40e5-8fe7-8bf34ae917ed,5a7206e1-e583-4c27-9e9a-e67738676971,Fully Paid,87208.0,Short Term,716.0,753236.0,10+ years,Rent,Debt Consolidation,6841.9,13.5,5.0,19.0,0.0,153026.0,540188.0,0.0,0.0
9849,86fdb966-d914-4b4d-83e2-1210e67d3c17,d23ebcb7-f9c2-4fec-8802-467160e4e4ac,Fully Paid,208252.0,Short Term,718.0,1217710.0,8 years,Own Home,Debt Consolidation,18884.67,18.9,8.0,21.0,0.0,304950.0,667480.0,0.0,0.0
9851,e3c240a3-af18-4dcc-a4f8-cf6a06b666ef,6dc70d7f-87be-478c-bc79-838c9c723384,Fully Paid,302940.0,Short Term,747.0,971793.0,6 years,Rent,Debt Consolidation,7264.27,9.6,300.0,4.0,0.0,37601.0,216612.0,0.0,0.0
9852,89c93764-8b9e-4acf-bd7c-a473ea7a615a,ab84260c-65e0-4d35-9577-23de8185b5bb,Fully Paid,174658.0,Short Term,736.0,1791282.0,10+ years,Own Home,Other,8090.58,20.8,300.0,8.0,2.0,188670.0,730642.0,1.0,0.0
9853,c0dfc15f-40e2-405e-9d9e-bd620fa5dc5a,0f032ea3-461f-4854-8b3f-883b777d0bc2,Fully Paid,119130.0,Short Term,738.0,635987.0,7 years,Home Mortgage,Debt Consolidation,14627.72,16.3,300.0,7.0,0.0,124469.0,329054.0,0.0,0.0
9854,c07e57bc-c024-4405-978f-718d4f5ea4c5,cf2ceff2-1ed1-48a7-9321-e6a5d7b6653a,Charged Off,158840.0,Short Term,744.0,571596.0,< 1 year,Rent,Debt Consolidation,8440.56,10.6,300.0,6.0,0.0,230527.0,359744.0,0.0,0.0
9855,27a00d7d-b0ae-4d0c-80ee-c1113b4892f7,a871d118-bf9d-4189-b651-f4cebcd8d049,Fully Paid,325028.0,Long Term,702.0,711094.0,2 years,Home Mortgage,Debt Consolidation,10903.53,11.6,7.0,21.0,0.0,210539.0,340010.0,0.0,0.0
9856,22c5c486-898b-4cfb-8c08-c31ad5be4c30,ef7924ad-2d0b-4249-bf43-5bfe29a332bd,Fully Paid,365464.0,Short Term,745.0,1671012.0,3 years,Home Mortgage,Debt Consolidation,24786.64,17.5,300.0,7.0,0.0,116299.0,307450.0,0.0,0.0
9857,495b5f0f-5086-4add-a747-4fb565e72a3b,44b96356-89e0-4acb-b476-8af66165d1f5,Fully Paid,141592.0,Short Term,724.0,1174162.0,4 years,Rent,Other,21138.64,12.0,32.0,9.0,0.0,77843.0,316272.0,0.0,0.0
9858,cabb9c39-cb37-4a6c-9844-b6423eb5091f,07fdec02-1641-40bd-9c17-bd808f79ef64,Fully Paid,392436.0,Short Term,724.0,1174162.0,0 years,Home Mortgage,Debt Consolidation,7343.31,17.7,15.0,10.0,0.0,349353.0,938564.0,0.0,0.0
9860,b0d1bc90-c06b-4841-bb5c-9be0b41b00d3,b08785c2-d021-4f53-8884-d9a145a09949,Charged Off,545446.0,Short Term,748.0,1697897.0,5 years,Home Mortgage,Debt Consolidation,28680.31,29.6,37.0,12.0,0.0,508782.0,1258796.0,0.0,0.0
9862,fe7a7b5a-e412-435e-acbf-0c114278bc84,bb495e1a-ceee-4583-a0d1-6ef1bcf354f4,Charged Off,179828.0,Short Term,746.0,1514300.0,10+ years,Own Home,Other,2448.15,12.5,300.0,5.0,0.0,14915.0,191818.0,0.0,0.0
9864,edbe81eb-8570-4602-affd-a7df6d602b30,e788f87c-c3a4-4b66-b108-ffadb932d2a1,Fully Paid,97900.0,Short Term,720.0,1127346.0,5 years,Rent,Other,10991.69,19.1,26.0,5.0,0.0,31578.0,56518.0,0.0,0.0
9866,65f36133-8595-413b-9a6a-f0bc748e52ed,4bf8c02c-64fb-4b50-9cb4-943b7bff2acc,Fully Paid,344080.0,Long Term,724.0,1174162.0,10+ years,Rent,Debt Consolidation,8975.79,17.7,300.0,12.0,0.0,236455.0,408606.0,0.0,0.0
9867,9694f07b-b056-4500-bdb9-c0dfe393a1e9,9aa4819f-a212-4624-9227-290ab735f1ad,Fully Paid,262856.0,Long Term,724.0,1174162.0,2 years,Home Mortgage,Debt Consolidation,13116.65,15.0,300.0,10.0,0.0,303449.0,694408.0,0.0,0.0
9868,e47828e6-192f-4064-bd50-26daf3ea1d4b,4adffd66-4e8e-482c-a8c5-a0c7e5cb4195,Fully Paid,388256.0,Long Term,721.0,746168.0,10+ years,Rent,Debt Consolidation,12063.1,15.9,300.0,8.0,0.0,213750.0,302588.0,0.0,0.0
9869,4c60866d-b116-46e8-8efd-8825e0ef9537,91ec97a6-5b83-464e-8a81-5d8bf8d5ac30,Charged Off,391600.0,Long Term,724.0,1174162.0,5 years,Home Mortgage,Debt Consolidation,33350.7,14.8,58.0,10.0,0.0,222262.0,435446.0,0.0,0.0
9870,6d2abc3b-b880-4f19-a1a7-f3a6d12ddea1,b005d9c8-4a05-4fa3-b50d-2a6c0f98b649,Fully Paid,176572.0,Short Term,742.0,1143762.0,2 years,Rent,Debt Consolidation,15440.73,9.7,300.0,10.0,0.0,135736.0,474870.0,0.0,0.0
9872,8752e3f1-19a8-43a2-b2bf-096caba36e95,9816b3b6-e08a-4638-9009-48c75fede8dc,Fully Paid,112310.0,Short Term,724.0,1174162.0,2 years,Home Mortgage,Debt Consolidation,13357.76,21.6,300.0,8.0,0.0,99503.0,587796.0,0.0,0.0
9873,15bf2674-0960-4e0b-9c7d-223915d3003e,68547367-d8fb-462a-8286-15bc9c862dba,Fully Paid,216216.0,Short Term,749.0,1655679.0,6 years,Home Mortgage,Other,12445.19,21.0,300.0,10.0,0.0,166516.0,876370.0,0.0,0.0
9875,bd7a5e82-da23-4ef3-8121-c2bdc33e77a5,c10dfef1-0523-4dbc-887d-cde0774f6ce2,Fully Paid,294558.0,Short Term,698.0,1402922.0,4 years,Home Mortgage,Debt Consolidation,14379.77,12.4,300.0,9.0,0.0,210463.0,417978.0,0.0,0.0
9876,dd873259-1ab2-445e-b103-5dce64a482d5,4e20e946-9380-4503-9034-bdd18f03abed,Charged Off,112728.0,Short Term,688.0,1162572.0,1 year,Rent,Business Loan,15404.06,16.0,70.0,11.0,1.0,62111.0,156376.0,1.0,0.0
9877,e33961c9-b86a-4398-bc4b-6841d5aea8d6,6cfde213-9eef-41ea-ba9f-e06c56c3f926,Charged Off,220660.0,Short Term,727.0,914736.0,10+ years,Home Mortgage,Debt Consolidation,23020.78,15.5,300.0,6.0,1.0,75848.0,92642.0,1.0,0.0
9878,8cd4ed47-f251-4024-9f49-454812b7dd18,ea1e369c-ae5a-48d9-b55d-7f16857660e1,Charged Off,158752.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,16509.29,23.2,0.0,4.0,0.0,178353.0,507386.0,,0.0
9879,5c531265-0cc2-4985-9fa5-1915fe10f878,35cfcda2-6426-40c5-adbb-fa1410c10e59,Charged Off,133232.0,Long Term,747.0,576916.0,< 1 year,Rent,Debt Consolidation,807.69,22.0,300.0,6.0,0.0,42028.0,486728.0,0.0,0.0
9880,5fb45717-9ac1-4fee-80e3-b079a96c3a62,3b9358ae-14d3-4c3e-80cf-a734812f2344,Fully Paid,314886.0,Short Term,707.0,855779.0,3 years,Rent,Debt Consolidation,16045.69,9.0,20.0,18.0,0.0,87058.0,149776.0,0.0,0.0
9881,87031198-72b4-41d8-a20b-495b1921f281,4e7a0eb6-c290-4e77-a993-2675564f08e7,Fully Paid,333036.0,Long Term,725.0,943407.0,3 years,Home Mortgage,Debt Consolidation,14858.57,16.0,300.0,16.0,0.0,333678.0,544170.0,0.0,0.0
9882,aec2443e-9ce7-479b-81ad-439d6193dbb6,fc0c33a3-471f-4e04-a80d-592f927a5a1e,Fully Paid,472406.0,Long Term,721.0,971375.0,6 years,Home Mortgage,Debt Consolidation,12304.02,17.1,300.0,11.0,0.0,303373.0,1198912.0,0.0,0.0
9884,24a848e3-dcb5-4af7-897d-c756af4398d3,7b7fa0ec-e2ac-439d-9ab4-ae3899be2705,Charged Off,250008.0,Short Term,729.0,674709.0,1 year,Rent,Debt Consolidation,7646.74,8.0,300.0,5.0,0.0,254353.0,356972.0,0.0,0.0
9885,4c1f7c18-470a-4064-bb2a-213c4a5f2050,77ad882a-6357-46f8-84fe-ab4aba28fae5,Fully Paid,174856.0,Short Term,744.0,962711.0,10+ years,Home Mortgage,Other,9707.29,22.7,16.0,9.0,0.0,213598.0,642422.0,0.0,0.0
9886,660f6c76-d1db-45e1-9f2e-6d707dc1a872,87c6509a-081f-428b-b615-0ba15a949f8c,Fully Paid,336204.0,Long Term,739.0,1432429.0,< 1 year,Home Mortgage,Debt Consolidation,12891.88,16.2,300.0,15.0,0.0,287907.0,742456.0,0.0,0.0
9887,35742d79-e420-41be-bc08-00bbe2246200,c0397963-fcc8-4e06-8b93-d2af242eb0bf,Charged Off,133606.0,Short Term,721.0,653809.0,10+ years,Rent,Debt Consolidation,16890.24,27.2,300.0,8.0,0.0,175807.0,394482.0,0.0,0.0
9888,a6234262-abb4-41e1-b402-a5922688327f,84739556-6f95-44c7-98ac-21e13a4940d5,Fully Paid,314600.0,Long Term,712.0,804574.0,10+ years,Home Mortgage,Debt Consolidation,11130.01,10.1,300.0,8.0,1.0,140410.0,297198.0,1.0,0.0
9889,3f675b2d-9981-475d-b2bd-e381bee01bf5,41231cda-98f1-48d4-afb8-041302ca7f59,Fully Paid,454652.0,Long Term,724.0,1174162.0,10+ years,Home Mortgage,Buy a Car,26461.3,10.8,300.0,11.0,0.0,142158.0,438966.0,0.0,0.0
9890,77a82946-40dc-4817-ba98-ed16ba0f5726,8817015b-eefe-499b-9952-00548e45b621,Fully Paid,216458.0,Short Term,731.0,972097.0,2 years,Rent,Debt Consolidation,10855.08,21.6,300.0,10.0,2.0,189050.0,329186.0,1.0,0.0
9893,319d7e16-c301-4e46-8fd7-9d24558aa071,523b246f-29bc-47db-a06e-586262d9e5a9,Fully Paid,193138.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,20385.86,18.5,8.0,10.0,0.0,308959.0,594264.0,0.0,0.0
9894,f1af0809-08cd-4b95-92ae-545deab53c4e,c9a9d600-217e-460a-befe-0598d5be39f5,Fully Paid,220198.0,Short Term,724.0,1174162.0,3 years,Home Mortgage,Debt Consolidation,4733.28,12.8,300.0,12.0,0.0,172710.0,389840.0,0.0,0.0
9895,84d288fe-f45c-4c43-8a03-4a1c0267be05,7822c4ce-3df7-495b-a82b-861227d8b97f,Fully Paid,266992.0,Long Term,708.0,1152882.0,9 years,Rent,Debt Consolidation,8473.62,17.2,300.0,10.0,1.0,123405.0,302720.0,1.0,0.0
9896,20061158-aa35-4c74-a9b8-7d6267195ebb,0854f0b0-0081-4a03-aa5f-3126d479390e,Fully Paid,438768.0,Long Term,736.0,1250485.0,10+ years,Home Mortgage,Home Improvements,10535.31,27.0,300.0,6.0,0.0,2090.0,804408.0,0.0,0.0
9897,b2e9b0f7-d903-48ec-bbe5-03afa8e049a2,7de20287-6882-4637-a14f-d051bcb188e1,Fully Paid,173998.0,Short Term,745.0,939170.0,8 years,Rent,Debt Consolidation,15496.4,11.0,300.0,11.0,0.0,85120.0,219538.0,0.0,0.0
9899,66dd7b78-4bb5-4c2d-a456-32bd0047071f,e3352ade-bbaf-42e8-8990-10ab9d94e44d,Fully Paid,177518.0,Short Term,724.0,1174162.0,5 years,Rent,Debt Consolidation,19920.36,16.5,300.0,11.0,0.0,141512.0,224136.0,0.0,0.0
9901,d3acbf39-1fc0-421b-8e6f-69a83779f175,a7c62dbc-c1b8-4eda-b106-cb031716db1b,Fully Paid,82588.0,Short Term,715.0,328453.0,< 1 year,Rent,Debt Consolidation,7526.85,21.8,12.0,22.0,0.0,155496.0,282634.0,0.0,0.0
9902,2eb2dad8-a2aa-4cc5-8aea-98e73c9be4ec,f00b093a-4a2b-4301-91b5-4d254b844750,Fully Paid,87714.0,Short Term,737.0,984846.0,3 years,Rent,Debt Consolidation,17316.6,21.3,66.0,11.0,5.0,84189.0,273812.0,1.0,4.0
9903,4746538b-1a07-43f8-8925-ec7ec68b92b6,a4f71e5c-739d-4ad8-976c-f0b2460b298a,Charged Off,60148.0,Short Term,703.0,927770.0,1 year,Home Mortgage,Medical Bills,2891.42,23.7,19.0,6.0,1.0,27398.0,62348.0,0.0,0.0
9904,5fe540bb-3c73-4190-81e5-ca8abd2494b6,35359adb-77ac-4c38-bf96-3399f381ecd2,Fully Paid,131736.0,Short Term,696.0,668819.0,2 years,Rent,Debt Consolidation,12930.64,12.7,77.0,13.0,0.0,125590.0,227590.0,0.0,0.0
9905,8027981b-8abf-460b-a79c-66cdb97f1f32,783590c1-fb01-440a-b11f-2640409509e3,Fully Paid,464552.0,Short Term,747.0,1910450.0,9 years,Home Mortgage,Debt Consolidation,13102.4,16.2,300.0,10.0,0.0,426265.0,798666.0,0.0,0.0
9906,7207d6ad-f159-4987-b282-9cf3d4cad46b,8f4a075b-3591-4083-9131-2da745d3c655,Charged Off,366190.0,Short Term,709.0,930145.0,4 years,Rent,Debt Consolidation,29842.16,12.0,47.0,10.0,0.0,157358.0,211134.0,0.0,0.0
9908,3beaf913-0adf-4839-8a53-5867662018d9,67794f05-901a-4f7f-8545-b68f796d5401,Charged Off,550286.0,Long Term,714.0,1425722.0,10+ years,Home Mortgage,Debt Consolidation,38850.63,20.2,74.0,22.0,1.0,303544.0,1141140.0,1.0,0.0
9910,218f9501-3c55-408f-9f57-c77f42b146eb,dd3d8bde-bdc5-46d1-a95f-e53f45e10e0c,Charged Off,249744.0,Short Term,729.0,630819.0,6 years,Rent,Home Improvements,8673.69,15.4,9.0,8.0,1.0,124982.0,281534.0,1.0,0.0
9911,24d9ba14-2752-4cdb-9cc8-79ad16127ca8,9da6fc17-3dd6-43cf-a802-44e87f180caf,Fully Paid,380776.0,Long Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,16829.25,24.6,47.0,8.0,0.0,236265.0,694342.0,0.0,0.0
9912,ae0e4e10-1ec1-4f81-8855-2f0d6f51c3eb,2e441534-bc4e-4ba8-8bb4-41f53f3e99b9,Fully Paid,221914.0,Short Term,741.0,1629060.0,10+ years,Rent,Debt Consolidation,475.19,8.8,300.0,3.0,0.0,11096.0,475882.0,0.0,0.0
9914,6ed70a19-0c60-4518-bcbf-2edc4ef08ea2,3055b4c0-e554-4d06-8ad2-f59cf27784c8,Fully Paid,447700.0,Long Term,711.0,1449947.0,2 years,Home Mortgage,Debt Consolidation,4615.67,26.2,62.0,11.0,3.0,113772.0,376376.0,3.0,0.0
9915,92254ea6-ed42-495c-b86e-bc55228d5f6d,2b561125-7f8c-448b-813b-1fd3139b6cf8,Fully Paid,257224.0,Short Term,724.0,1174162.0,10+ years,Rent,Debt Consolidation,8858.37,20.8,300.0,13.0,0.0,151012.0,496716.0,0.0,0.0
9916,7ee5b74e-fb34-4f4e-a395-19a8e43e7744,82af31bd-20b8-43d6-95c5-1cf7be85e4e7,Fully Paid,108504.0,Short Term,732.0,787075.0,0 years,Own Home,Home Improvements,7280.42,16.5,55.0,6.0,0.0,171095.0,325314.0,0.0,0.0
9917,62fb60fd-f363-4e7d-b24c-0dbf4a776a68,ab6c8278-2d67-4d85-bbda-d1f5b859ee3c,Fully Paid,401302.0,Short Term,743.0,1155276.0,10+ years,Own Home,Debt Consolidation,25319.78,25.0,31.0,11.0,0.0,348175.0,778294.0,0.0,0.0
9919,aa27624a-de93-4784-9549-f1fb322f2d25,0d03b8da-a4ec-4ec2-8475-7161dc158a56,Fully Paid,279620.0,Short Term,744.0,1170305.0,2 years,Home Mortgage,Debt Consolidation,17359.54,15.8,300.0,10.0,0.0,166535.0,402578.0,0.0,0.0
9920,c39d13cc-15a0-45c5-9b2c-6675c3d0df43,7dfd20f6-ec76-439a-9859-d5217c3b35db,Fully Paid,269368.0,Short Term,702.0,1348848.0,2 years,Rent,Debt Consolidation,6159.8,8.6,9.0,12.0,0.0,165908.0,480238.0,0.0,0.0
9922,0d7067bd-6cd3-42df-b1ba-d9cc15fd4c4f,93415399-f7e5-4519-b1ac-45ffb715297f,Fully Paid,86086.0,Short Term,748.0,1301139.0,10+ years,Home Mortgage,Other,6245.49,26.7,300.0,7.0,0.0,15333.0,1268300.0,0.0,0.0
9924,6d9e4380-e95b-4c89-9043-acd1a2ec0bf9,4cf768f1-ee1a-4b2a-b188-7f3fae3bb4c9,Charged Off,266068.0,Short Term,748.0,957410.0,9 years,Rent,Debt Consolidation,4204.51,11.0,300.0,9.0,0.0,191368.0,845746.0,0.0,0.0
