,Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
13228,f87bd441-936f-48f7-8dfa-b0251f6cf76c,f82b3d6c-4030-477f-8828-14b81d854102,Charged Off,135080.0,Short Term,681.0,836114.0,2 years,Home Mortgage,Medical Bills,8848.87,17.0,54.0,6.0,1.0,53846.0,188914.0,1.0,0.0
13234,ba7d4b91-e8fe-441d-9e6e-23d6f9535691,0fa697cd-3d85-4f31-9c9c-ba17f2feb445,Fully Paid,132572.0,Short Term,731.0,1031947.0,2 years,Own Home,Debt Consolidation,10491.23,7.0,300.0,6.0,0.0,121619.0,229746.0,0.0,0.0
13236,1dc94bf3-087a-48f2-a44f-43fbcba653ac,979de910-7185-4500-93b4-910528db89db,Fully Paid,349250.0,Long Term,719.0,1508144.0,2 years,Home Mortgage,Home Improvements,9086.56,18.0,45.0,10.0,0.0,151012.0,487036.0,0.0,0.0
13238,cf1d367d-0626-4778-8ce0-9c6a43ff0a67,1389eb04-6603-4512-92f9-cc585f86f1eb,Fully Paid,260150.0,Short Term,694.0,1029743.0,2 years,Rent,Debt Consolidation,15446.24,21.5,300.0,13.0,0.0,220134.0,355520.0,0.0,0.0
13239,af618de0-798d-498c-bbc8-a6eac9558931,9883663c-76bd-44dd-bc33-a719102ea9ea,Fully Paid,147884.0,Short Term,742.0,433789.0,0 years,Rent,Debt Consolidation,10157.97,15.1,300.0,15.0,1.0,135356.0,488268.0,1.0,0.0
13240,7a5abb86-f494-4e1a-a505-7a879f0786e3,f9591b05-c9eb-45d2-9e38-e16aef9adeca,Charged Off,548416.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,5755.48,20.9,8.0,7.0,0.0,191045.0,254540.0,0.0,0.0
13241,e1af5f01-1000-49db-a654-da8904779030,861233a9-6be3-456b-b232-2269933cdfcd,Fully Paid,246422.0,Long Term,714.0,760076.0,4 years,Rent,Debt Consolidation,13554.6,12.8,53.0,19.0,0.0,102448.0,158378.0,0.0,0.0
13242,a1dd186a-15e3-4ed1-92ec-d46a162751c8,de61993a-cf65-410c-8ab5-aacd8424d774,Charged Off,233200.0,Short Term,724.0,1174162.0,0 years,Rent,Debt Consolidation,15856.07,22.7,69.0,15.0,0.0,461035.0,790856.0,0.0,0.0
13243,c8a2ef9a-57cd-4fb9-9dff-6a6d021fe05c,309c794f-d9b3-43d2-9590-20ec5c853e38,Fully Paid,122694.0,Short Term,684.0,805505.0,2 years,Rent,Debt Consolidation,19801.99,14.8,29.0,14.0,0.0,171608.0,993542.0,0.0,0.0
13246,f6341f6b-bfb0-45ad-9058-83b99eb5eab3,8adb3a89-8286-436a-beb6-217aa383c0d4,Fully Paid,238700.0,Short Term,711.0,1030788.0,8 years,Rent,Debt Consolidation,18296.43,19.0,38.0,5.0,0.0,122626.0,184382.0,0.0,0.0
13248,a8f511ef-be35-450f-9cd9-e44ff6987dee,b3e06bed-2220-406e-8611-61168912c976,Fully Paid,301554.0,Short Term,744.0,1711463.0,7 years,Home Mortgage,Debt Consolidation,15688.3,21.3,21.0,13.0,0.0,309757.0,1086866.0,0.0,0.0
13249,5f6583ea-8858-4e54-925e-19c4140b9192,d26e507f-8fde-4734-91ea-d378a135168f,Fully Paid,180400.0,Short Term,707.0,541899.0,5 years,Own Home,Debt Consolidation,16934.32,5.8,300.0,7.0,0.0,193363.0,257642.0,0.0,0.0
13251,0155c794-8ac8-49a0-aac9-9bbc9dda6906,86da9d6b-1b30-4317-ba4a-9f9b308a31ee,Fully Paid,353056.0,Short Term,716.0,1429275.0,4 years,Home Mortgage,Debt Consolidation,18461.54,17.9,300.0,8.0,0.0,311182.0,624470.0,0.0,0.0
13253,3cacd3c0-8f14-4e2d-b62c-bc3969fbfa4f,e3213160-0d49-433e-aff4-b53e6697edc0,Fully Paid,78562.0,Short Term,709.0,1066318.0,3 years,Rent,Debt Consolidation,7366.49,12.7,300.0,9.0,2.0,13072.0,260876.0,0.0,1.0
13254,6531f55d-a347-4a0b-91b9-ee243fe0d0bd,0af33d8c-a13b-474a-9411-78a5cf3f781a,Fully Paid,296582.0,Short Term,722.0,1441986.0,< 1 year,Rent,Debt Consolidation,15020.64,26.1,300.0,7.0,0.0,498218.0,636724.0,0.0,0.0
13255,02191482-b490-41a0-bc1e-1ae92fa9ea85,ad1e9cee-98fd-495f-9a36-d46d051e5e11,Charged Off,70290.0,Long Term,724.0,1174162.0,0 years,Home Mortgage,Home Improvements,5898.93,33.8,30.0,7.0,0.0,41458.0,78452.0,0.0,0.0
13256,d70feac7-6469-4c01-9834-3df7e203d592,8a1ec64a-475d-484c-a2a0-a5d5dc541f9a,Fully Paid,322388.0,Short Term,725.0,1392092.0,2 years,Home Mortgage,Debt Consolidation,15162.19,14.8,300.0,9.0,1.0,137294.0,202004.0,1.0,0.0
13258,0922e57b-143f-4936-bc42-325614bce8e0,1856c772-2216-4ba9-b60f-cb4ade880725,Fully Paid,167838.0,Short Term,734.0,579804.0,5 years,Rent,Debt Consolidation,9373.46,18.9,300.0,16.0,0.0,151696.0,355564.0,0.0,0.0
13259,b730351b-59eb-4567-b4a7-0ba5beef9a9d,a4cac13e-fa21-427c-801e-561a4fb8c961,Fully Paid,342276.0,Short Term,724.0,1174162.0,3 years,Home Mortgage,Debt Consolidation,22638.31,14.4,65.0,12.0,0.0,87457.0,123508.0,0.0,0.0
13260,a95563d1-280d-47df-a049-c18deced6885,12707c7d-422f-420a-a2f6-f0ca087c179a,Fully Paid,260524.0,Short Term,741.0,896971.0,10+ years,Rent,Debt Consolidation,22498.85,22.6,63.0,12.0,0.0,214567.0,375298.0,0.0,0.0
13261,1ddf3168-5dc0-4be2-8550-9217920de288,7fff04e9-478b-4da3-acfd-6a5c0f949ddb,Fully Paid,82610.0,Short Term,724.0,1174162.0,0 years,Rent,Debt Consolidation,7767.2,22.2,300.0,4.0,0.0,48108.0,216766.0,0.0,0.0
13262,d84ac0ae-b3fa-4052-a316-88d6a51afa30,6d2b5c3e-dd02-461a-bd5a-1f41f3a3a859,Fully Paid,212850.0,Short Term,720.0,1354472.0,4 years,Rent,Debt Consolidation,22427.79,19.7,300.0,19.0,0.0,176757.0,233090.0,0.0,0.0
13264,88af1b78-bac7-4a81-874f-b25be4d1116d,6a162e91-4e82-4002-a3c1-fbc2df73030c,Fully Paid,219252.0,Long Term,700.0,852093.0,1 year,Home Mortgage,small_business,17183.79,12.1,300.0,8.0,0.0,722399.0,1103520.0,0.0,0.0
13265,92ec7574-c58a-46d8-8332-a0c1bfd99ee1,965cfb69-2f63-4ada-9190-5802b0f6a867,Fully Paid,318736.0,Long Term,724.0,1174162.0,10+ years,Rent,Debt Consolidation,17398.68,22.6,61.0,15.0,0.0,245765.0,453882.0,0.0,0.0
13266,4f52c011-9e7e-4f19-82c2-e02ad7cfa583,8cb216c7-e9f7-4090-80cd-bb247c96bf38,Charged Off,218064.0,Short Term,724.0,1174162.0,5 years,Rent,Debt Consolidation,15677.47,23.1,10.0,14.0,0.0,184376.0,741312.0,0.0,0.0
13267,00be2aca-de6b-4bbc-8807-884927c632fc,5f0fc715-843d-4075-a93d-db7f6c48060b,Fully Paid,237908.0,Short Term,725.0,1262702.0,2 years,Rent,Debt Consolidation,16941.16,13.6,64.0,10.0,1.0,78945.0,249040.0,1.0,0.0
13269,9aa2ab14-2590-4ef4-91b9-cc0545c5f50f,a1d8eb3e-5357-4fa6-a1bd-c9e483f9a0f6,Fully Paid,453926.0,Short Term,692.0,1109163.0,6 years,Rent,Debt Consolidation,20519.43,9.5,300.0,8.0,0.0,233700.0,392194.0,0.0,0.0
13270,6ae322c8-1369-4c3d-8ae5-66ed1b0f58c4,4d111f13-2753-466f-a685-8a985736c57e,Fully Paid,107910.0,Short Term,687.0,1553288.0,10+ years,Rent,Debt Consolidation,17604.07,20.2,48.0,9.0,0.0,110219.0,272118.0,0.0,0.0
13272,bac6a608-cad9-41cd-9e03-618ff1bb1c47,0563f41c-eeef-4a83-ad48-29e476d1f630,Fully Paid,404118.0,Short Term,699.0,1396044.0,7 years,Rent,Debt Consolidation,12413.08,21.7,24.0,9.0,0.0,379430.0,680108.0,0.0,0.0
13275,64442e3f-2ead-441e-9609-4e263aa9d356,8f34ade0-352c-41ab-9ef5-8955131969bc,Fully Paid,176066.0,Short Term,710.0,665266.0,2 years,Rent,Debt Consolidation,10921.39,14.1,300.0,6.0,1.0,143241.0,244266.0,1.0,0.0
13276,6ddcf483-a90e-41a4-9d26-d8ffe0dd7a0d,ae68b2fe-7a58-49bb-bffa-17d252c39a4c,Fully Paid,225478.0,Short Term,743.0,876299.0,1 year,Home Mortgage,Debt Consolidation,10077.41,26.5,65.0,12.0,0.0,273505.0,482746.0,0.0,0.0
13277,d07b6301-ed0e-4f13-a95b-9db77f076855,fc9a2cb5-2b1e-4efc-aa5d-4c9dce42a616,Fully Paid,397100.0,Short Term,735.0,1204163.0,2 years,Rent,Debt Consolidation,21775.33,15.7,300.0,15.0,0.0,296913.0,637824.0,0.0,0.0
13278,c6269f4b-c918-404b-b176-3bfda68e7c17,261e507f-fdf7-40c9-84ba-25c71d6fe239,Fully Paid,223432.0,Short Term,730.0,1543712.0,10+ years,Own Home,Debt Consolidation,28558.71,29.5,18.0,20.0,0.0,348460.0,537240.0,0.0,0.0
13280,c6327b0f-303a-43ed-9355-470e8e261205,21b88db4-a941-4a1d-8fb2-9b253bca7b2a,Charged Off,436040.0,Long Term,724.0,1174162.0,9 years,Home Mortgage,Debt Consolidation,13429.58,27.3,28.0,10.0,0.0,252434.0,446952.0,0.0,0.0
13281,aa04708a-5ed3-4017-bbf3-5e5b2a169403,9686d078-b40c-4417-a774-a6ec92582485,Charged Off,323774.0,Long Term,681.0,2330122.0,9 years,Own Home,Debt Consolidation,34563.47,14.8,300.0,11.0,1.0,346541.0,543708.0,1.0,0.0
13282,f8d88c63-285f-4505-ae63-96fec27293e6,666b52d3-a1b7-4753-8f07-ea4d3f68bd62,Fully Paid,442508.0,Long Term,724.0,1174162.0,6 years,Own Home,Debt Consolidation,30828.26,16.6,300.0,11.0,1.0,261801.0,355806.0,1.0,0.0
13284,a8f84417-5a07-4870-b0e8-94b4e3d288eb,86cb3815-ada8-441d-8f30-dd62687e3a7c,Fully Paid,468424.0,Long Term,709.0,1502596.0,10+ years,Home Mortgage,Medical Bills,7037.22,25.8,73.0,13.0,0.0,74385.0,711766.0,0.0,0.0
13285,30072364-4185-4c78-ac04-ec7162ab37a2,5417265a-38cf-40e5-af15-f82e41bb1ec5,Fully Paid,346258.0,Short Term,716.0,934515.0,10+ years,Rent,Debt Consolidation,18378.7,16.8,300.0,8.0,0.0,326211.0,424380.0,0.0,0.0
13286,dcc36bcd-35f7-46dc-af68-848bd78b10f9,cae0952d-2147-4033-bf98-19644650f1a5,Fully Paid,562826.0,Short Term,723.0,1925080.0,5 years,Own Home,Debt Consolidation,18127.9,21.0,54.0,12.0,0.0,188290.0,339086.0,0.0,0.0
13287,5deba71e-295c-459f-86de-26014169f23d,c70afd14-8493-4805-a5be-46d1f54c17c9,Fully Paid,392436.0,Long Term,720.0,2259480.0,2 years,Home Mortgage,Debt Consolidation,27678.63,21.9,17.0,12.0,0.0,173850.0,259402.0,0.0,0.0
13289,bcc82abe-a78a-4360-9114-d2f44620443b,f190f10c-69e5-4363-98ed-3afccf81f6e8,Charged Off,243254.0,Long Term,694.0,1250162.0,5 years,Home Mortgage,Other,6511.3,13.6,45.0,19.0,0.0,107312.0,718256.0,0.0,0.0
13290,bd4a9b18-83f2-497b-889f-51ea4bb687de,a3a551a3-5d65-4dbb-8f5c-48708905ebdf,Fully Paid,739574.0,Short Term,746.0,1870835.0,10+ years,Home Mortgage,Debt Consolidation,22450.02,19.8,32.0,3.0,0.0,44479.0,153296.0,0.0,0.0
13294,abbb6924-de0b-4fc3-86ed-184acb22e4b8,7bf23ab7-0c4a-4ce8-9ce7-f027c7afe0d0,Fully Paid,130284.0,Short Term,750.0,581343.0,6 years,Rent,Debt Consolidation,6825.94,16.8,300.0,7.0,0.0,121106.0,308176.0,0.0,0.0
13295,cccf9846-61ad-472c-8f87-d307fc71cf4d,78881e89-1123-4cc4-a048-3ea5af14f2d8,Fully Paid,266200.0,Short Term,732.0,938733.0,5 years,Home Mortgage,Debt Consolidation,13142.11,16.2,47.0,10.0,0.0,166953.0,394548.0,0.0,0.0
13296,755da32b-3e76-458e-84c4-20d3d25d9f59,ac70cb71-133e-42ae-a986-3c38de6e93d2,Fully Paid,327030.0,Long Term,724.0,997937.0,10+ years,Rent,Debt Consolidation,19626.05,24.9,52.0,18.0,0.0,260281.0,637142.0,0.0,0.0
13297,00fa6214-96a5-454e-a442-92b5bb0d0da4,916f9df2-0557-400c-a24d-d93cdca5fd40,Charged Off,287936.0,Long Term,731.0,765168.0,3 years,Rent,Debt Consolidation,18300.42,7.4,300.0,13.0,0.0,135052.0,556512.0,0.0,0.0
13298,79680af5-60e7-4487-b63e-4ad2d8ffba5d,2cedcb00-e9e8-4e45-8766-c34d84a843ff,Charged Off,324104.0,Short Term,738.0,1119594.0,3 years,Own Home,Other,17260.36,12.6,300.0,9.0,0.0,357162.0,1055010.0,0.0,0.0
13300,5d60417f-ca6b-4036-b308-00e6851ced0a,ad5db694-b8a8-4e86-ae6e-4f9399d14b10,Fully Paid,761618.0,Short Term,720.0,2067219.0,< 1 year,Home Mortgage,Debt Consolidation,24462.12,12.5,20.0,14.0,0.0,282625.0,524436.0,0.0,0.0
13301,3bc92bf8-5870-4dbe-a72e-5329778548bd,559a8900-cd48-4c19-9e44-879d195fe7fc,Charged Off,443080.0,Long Term,724.0,1174162.0,10+ years,Rent,Debt Consolidation,28469.98,19.2,27.0,5.0,0.0,227544.0,379104.0,0.0,0.0
13302,cb81a7d6-64f1-4a37-914b-cb797a24c0b4,f359cae6-72c4-4bac-bbf2-2473002f199d,Charged Off,99638.0,Short Term,735.0,286824.0,0 years,Rent,Debt Consolidation,2103.3,10.4,300.0,10.0,1.0,45030.0,259402.0,0.0,1.0
13303,a9032ab9-127a-40b4-94c8-59eaa48ca480,03f87bfc-a17e-4452-b891-a6a6c8473353,Fully Paid,219802.0,Short Term,749.0,1138974.0,6 years,Rent,Debt Consolidation,21450.62,17.0,300.0,11.0,0.0,239476.0,891572.0,0.0,0.0
13305,65024e1c-2638-427b-a3cf-5eed2e339158,b6e63b52-02bc-474c-8675-dff3689be4af,Fully Paid,247874.0,Short Term,727.0,477090.0,2 years,Rent,Debt Consolidation,6559.94,14.7,300.0,5.0,1.0,77995.0,214544.0,1.0,0.0
13306,7f2f90a9-40a9-4853-a022-d448a79456bf,ed45fb0e-04ed-4eae-9d72-970d9eb6818f,Fully Paid,239118.0,Short Term,737.0,940747.0,7 years,Rent,Debt Consolidation,19677.16,10.4,15.0,5.0,0.0,38779.0,278938.0,0.0,0.0
13308,057bc5b8-b4ec-4e3b-b3cb-0f56c31a6715,04bbbdd4-db3a-4704-813c-ecb332e2882b,Fully Paid,208296.0,Short Term,746.0,655823.0,2 years,Rent,Debt Consolidation,13225.71,11.2,300.0,9.0,0.0,222300.0,509718.0,0.0,0.0
13309,f7494256-fb25-4852-b5d6-6d8f50c01c03,2bd8f888-5b5e-4f7e-bf72-f91ce1f0bd78,Fully Paid,68002.0,Short Term,748.0,738853.0,9 years,Rent,Debt Consolidation,10405.54,29.5,300.0,18.0,1.0,194237.0,1017698.0,1.0,0.0
13310,93f62626-c9e7-46e5-8a3e-07fc0d55725c,14ebd92f-85aa-4b26-b0c9-0de3a9630395,Fully Paid,156970.0,Short Term,746.0,1995114.0,10+ years,Home Mortgage,Debt Consolidation,5686.13,18.8,27.0,6.0,0.0,242060.0,359788.0,0.0,0.0
13311,d916100a-a5e9-4376-8429-bfc229a94684,f3cc5aae-b846-4e4d-a5c7-8bf25cf95c14,Fully Paid,356290.0,Long Term,724.0,1174162.0,6 years,Home Mortgage,Debt Consolidation,26534.64,13.8,300.0,9.0,0.0,334343.0,427768.0,0.0,0.0
13312,2a99c719-fb5e-476b-aedf-a6a1bd69b790,769394ab-66e2-4bff-a3b2-3fb3e298f9e8,Fully Paid,572616.0,Short Term,740.0,1567196.0,4 years,Home Mortgage,Debt Consolidation,23377.41,14.1,300.0,12.0,0.0,527649.0,944306.0,0.0,0.0
13313,02718cb0-928a-413f-9d02-5634a73a7f85,3270be18-698e-43e0-9a3a-90fd07c7b965,Fully Paid,66682.0,Short Term,724.0,1174162.0,5 years,Home Mortgage,Home Improvements,25878.38,12.2,42.0,21.0,0.0,337687.0,1225708.0,0.0,0.0
13315,713604b9-bd20-4178-8887-081093aaf62f,b568fec5-be2d-4471-bef1-52f7321cd715,Charged Off,217558.0,Short Term,711.0,1221301.0,< 1 year,Rent,Debt Consolidation,17708.76,14.1,12.0,14.0,1.0,185687.0,585860.0,1.0,0.0
13316,00494add-bf6e-4f20-aaa2-03199d2356ee,de0ad0f6-aae0-4b65-befa-c8ce550aaa15,Fully Paid,262020.0,Long Term,716.0,1791472.0,9 years,Home Mortgage,Debt Consolidation,3866.5,22.7,46.0,7.0,0.0,109744.0,128898.0,0.0,0.0
13319,b9c6fc87-e088-4b68-bcfe-bff38501c16a,a471df0a-6f1e-48e2-8aa9-4641adc6f0dd,Fully Paid,90090.0,Short Term,747.0,683487.0,6 years,Rent,Other,4852.6,20.1,300.0,8.0,0.0,247950.0,499312.0,0.0,0.0
13321,d0a72eb1-f516-48fb-9692-f60543f29751,d97ca721-66d6-4c2b-b2a4-336320134504,Fully Paid,788414.0,Long Term,695.0,2334492.0,3 years,Home Mortgage,Home Improvements,7723.31,14.7,26.0,11.0,0.0,298395.0,897402.0,0.0,0.0
13322,9bc44b19-7c7a-40d0-b349-a30f8d96d2f9,47296212-a7da-4ed7-9a4c-a88c6d36c91a,Charged Off,104412.0,Short Term,682.0,592325.0,< 1 year,Home Mortgage,small_business,9032.98,11.1,38.0,20.0,0.0,283632.0,804958.0,0.0,0.0
13323,f4835888-30f9-4cef-a115-c627a67b18f1,9b5612d2-1589-49b6-8cfb-cbac59eced81,Fully Paid,242154.0,Short Term,708.0,795758.0,6 years,Rent,Buy a Car,19363.28,20.8,300.0,10.0,0.0,118237.0,283448.0,0.0,0.0
13324,2b99fb5d-0e0d-4fa9-9c36-babb9ae9db3f,2af0db24-e89f-4dee-bd4c-fdf84bb999e8,Fully Paid,554290.0,Long Term,724.0,1174162.0,5 years,Home Mortgage,Debt Consolidation,24975.69,18.0,18.0,11.0,0.0,364648.0,683232.0,0.0,0.0
13325,b8174363-1014-4a48-80dd-a3a5de598efd,5b40d8a7-a002-4084-b612-6b5d1b0e3b31,Fully Paid,89188.0,Long Term,705.0,385092.0,3 years,Rent,Debt Consolidation,7489.99,27.0,39.0,3.0,0.0,311828.0,437140.0,0.0,0.0
13326,3f55cf6a-7eeb-4649-96d3-c69d22d82098,21d2e89e-1319-40aa-b0a1-1a6383f5638b,Charged Off,623392.0,Long Term,724.0,1174162.0,< 1 year,Rent,Debt Consolidation,19857.66,18.0,300.0,15.0,0.0,406220.0,561286.0,0.0,0.0
13327,534159bc-4ac2-4f65-9637-12ba88afa78d,5e374d0a-a7cd-4ea6-8814-00043ea61aa1,Fully Paid,471152.0,Long Term,688.0,1017279.0,< 1 year,Rent,Debt Consolidation,14496.24,8.5,300.0,7.0,0.0,115444.0,218064.0,0.0,0.0
13328,74e39f89-def2-405f-8941-2c6914e82165,e5ceb1d0-70b4-41d1-987b-41f3fbbeafea,Fully Paid,108636.0,Short Term,728.0,431547.0,5 years,Rent,Other,3704.05,17.4,42.0,8.0,0.0,112233.0,339328.0,0.0,0.0
13329,51a77b90-f4ed-46d0-a366-1ef67844d54b,3088776d-059e-461a-a5f3-f03dbc51efa9,Fully Paid,346654.0,Long Term,696.0,1571737.0,10+ years,Home Mortgage,Debt Consolidation,35626.14,22.2,300.0,11.0,0.0,320226.0,485342.0,0.0,0.0
13330,9c8e6043-9e34-4265-927d-afd8d66ebace,8ce40339-87fe-4fad-88fc-c88c096f2f80,Fully Paid,377916.0,Short Term,692.0,2039897.0,10+ years,Home Mortgage,Debt Consolidation,33318.21,14.0,300.0,17.0,0.0,518890.0,967516.0,0.0,0.0
13331,715f9eab-3626-4c67-89e5-e145ef3e9e03,a18a63b1-2b43-4473-bfb7-aa8bb81b760e,Fully Paid,554180.0,Long Term,695.0,1071961.0,10+ years,Home Mortgage,Debt Consolidation,14828.74,24.7,23.0,16.0,0.0,225720.0,513458.0,0.0,0.0
13333,4441dd48-ecaa-482f-b828-c385aa37484d,70973d4f-ea95-409e-b8b2-3cf5477aa1d1,Fully Paid,42526.0,Short Term,724.0,1174162.0,10+ years,Rent,Debt Consolidation,31178.24,16.0,300.0,14.0,1.0,230014.0,682924.0,1.0,0.0
13336,6c94ba17-2aaa-48c7-8e77-71a518261bde,4c4ffb22-ba17-49c1-aa6c-b6f422c092e9,Fully Paid,221826.0,Short Term,740.0,1724193.0,3 years,Rent,Debt Consolidation,18535.07,24.9,64.0,14.0,1.0,193781.0,330462.0,1.0,0.0
13338,a59b5424-077f-4c69-97a4-f4186e84da39,924e0408-803c-4b85-9d74-d5292c81d3e2,Fully Paid,767998.0,Long Term,687.0,1868536.0,6 years,Rent,Debt Consolidation,29429.29,19.4,300.0,17.0,0.0,637602.0,1022538.0,0.0,0.0
13339,b7db1780-67b7-4e22-bc76-13bcb7fa71ed,6e3a7d30-2c70-4b16-9f40-367b48ae45fd,Charged Off,338272.0,Short Term,724.0,1174162.0,8 years,Own Home,Debt Consolidation,4261.89,23.2,60.0,8.0,0.0,210159.0,703318.0,0.0,0.0
13340,ec2294e2-018a-47f6-9077-4ebca491abbd,1ee18cd9-f593-4c22-89ba-c912d2fbe17b,Fully Paid,720720.0,Long Term,724.0,1672494.0,3 years,Home Mortgage,Debt Consolidation,30105.12,22.6,3.0,17.0,0.0,559683.0,968682.0,0.0,0.0
13341,2ec31bef-ad36-401e-bcef-721476c040f2,de18d993-03f6-4469-8971-3f2550b848be,Fully Paid,306900.0,Short Term,724.0,1174162.0,3 years,Rent,Debt Consolidation,6058.15,11.4,300.0,7.0,1.0,254030.0,547734.0,1.0,0.0
13344,c0cc34a5-c240-4106-8353-6e4c0e01f46f,815ec267-70e6-4520-ab35-e3c560cd204d,Fully Paid,404756.0,Long Term,684.0,776796.0,8 years,Home Mortgage,Debt Consolidation,18772.57,10.3,300.0,12.0,0.0,388189.0,530684.0,0.0,0.0
13346,5f7f2b08-dd15-4c58-b223-16c90e17bc61,07054657-aac1-4dd2-bb6e-0cb66f594576,Charged Off,197956.0,Short Term,700.0,1139772.0,8 years,Home Mortgage,Debt Consolidation,20231.01,9.9,300.0,13.0,0.0,110257.0,162844.0,0.0,0.0
13348,ef63b19d-5928-4c2a-bc27-e4ecbb31424d,bdc4bfd2-cd1a-4f64-b0c4-2c45c8757dd7,Fully Paid,340494.0,Long Term,691.0,779076.0,10+ years,Home Mortgage,Debt Consolidation,20970.11,15.9,300.0,7.0,0.0,155724.0,231154.0,0.0,0.0
13349,b7d5fbf4-1232-4cba-a75e-199ae2c30a50,6413bc13-aac6-42dc-8b12-396a4b854214,Fully Paid,112024.0,Short Term,724.0,1174162.0,3 years,Rent,Debt Consolidation,14802.52,12.8,300.0,6.0,0.0,91276.0,206008.0,0.0,0.0
13350,3cd5e0b1-c66a-46a7-90e9-942ed539f986,63d5767b-654f-4f30-ae4d-77984548fd6f,Fully Paid,120340.0,Short Term,742.0,1700595.0,6 years,Home Mortgage,Debt Consolidation,10132.7,20.0,44.0,15.0,0.0,135945.0,398530.0,0.0,0.0
13352,40d9a099-d9fe-42fe-ba6e-ac079ff29287,d5b144af-f6d9-45e1-b1d3-c72f525b2c15,Fully Paid,444070.0,Long Term,683.0,986822.0,10+ years,Rent,Debt Consolidation,27137.7,20.9,15.0,9.0,0.0,144970.0,379786.0,0.0,0.0
13355,711bbe87-305e-4519-85f9-8841a61fcbf1,bf9321b7-96c1-428b-b8ff-f63e40d10f28,Fully Paid,656964.0,Short Term,724.0,1174162.0,5 years,Home Mortgage,Debt Consolidation,14326.38,18.2,300.0,3.0,0.0,164274.0,284746.0,0.0,0.0
13356,a387be11-0363-4e2e-aa83-aefb299ad268,0a6b239b-ca18-4f97-b285-d59c0defcfa8,Fully Paid,655512.0,Short Term,705.0,1434177.0,7 years,Rent,Debt Consolidation,36332.56,15.2,300.0,10.0,0.0,570893.0,865238.0,0.0,0.0
13358,69a675a3-99ee-43c8-845e-22bca2b2e745,334bac67-87d6-4573-b921-5a903ea7478f,Fully Paid,444576.0,Short Term,748.0,2015748.0,10+ years,Own Home,Debt Consolidation,32756.0,12.6,300.0,12.0,0.0,447412.0,1210418.0,0.0,0.0
13359,b30a88ec-eaa8-4a97-9dde-ea74926af718,2646bc4f-90f6-42ca-a9e8-cae5901abf2f,Fully Paid,278718.0,Long Term,715.0,841662.0,4 years,Rent,Debt Consolidation,18376.42,7.0,29.0,7.0,0.0,125666.0,167442.0,0.0,0.0
13360,20b54c82-eb6d-4a89-a526-924134c0a729,00c41ba0-083f-4177-b2f9-40f7fef0d5a4,Fully Paid,384780.0,Short Term,710.0,1351337.0,8 years,Home Mortgage,Debt Consolidation,25787.94,13.4,300.0,16.0,0.0,493658.0,641542.0,0.0,0.0
13362,86deb54f-58c2-405e-affa-716758f763f6,a6027151-f8f5-476e-9509-abe498c2d4c9,Charged Off,66704.0,Short Term,721.0,1075381.0,7 years,Home Mortgage,Debt Consolidation,17116.53,13.9,14.0,8.0,0.0,422028.0,542366.0,0.0,0.0
13363,f8697f0a-71f6-4531-b0b1-338620f5d25d,7439305b-8d0b-4a27-b8bf-fec85a79df99,Fully Paid,692384.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,26939.72,16.0,300.0,15.0,0.0,414751.0,679250.0,0.0,0.0
13365,36049162-f80b-4b58-a760-d5029d022853,cfef0925-c692-40d8-8be3-1a1919b023f5,Fully Paid,403832.0,Short Term,736.0,1278833.0,< 1 year,Home Mortgage,Debt Consolidation,17157.57,14.6,300.0,11.0,0.0,397594.0,778976.0,0.0,0.0
13366,b22c608e-8bee-4135-b93d-67676b65a6a5,483e52c7-2409-4eab-b03d-1a1bf05d1604,Fully Paid,201278.0,Short Term,702.0,1081556.0,< 1 year,Rent,Debt Consolidation,10545.19,13.5,300.0,10.0,0.0,180671.0,224950.0,0.0,0.0
13367,a6e380f0-4ce4-4971-bf00-9a81a8db7519,76885b2a-dba4-4923-b83f-faa4a982d9f3,Fully Paid,484220.0,Short Term,691.0,1289625.0,5 years,Home Mortgage,Debt Consolidation,14938.18,15.7,67.0,12.0,2.0,191691.0,421960.0,1.0,1.0
13370,30facb08-e58b-4014-83ff-4681b29a394e,a204efd4-5fbc-4829-b08e-5e813eefa8c2,Fully Paid,265980.0,Short Term,734.0,1320842.0,6 years,Home Mortgage,Debt Consolidation,10676.67,14.2,300.0,10.0,0.0,395960.0,1078792.0,0.0,0.0
13371,5f325631-0823-4972-ba92-626daa4170cf,22c650c2-ac4a-4f50-a66e-f61835026efe,Fully Paid,152944.0,Short Term,724.0,1174162.0,7 years,Home Mortgage,Debt Consolidation,15132.93,23.1,300.0,8.0,0.0,418589.0,798468.0,0.0,0.0
13372,50581764-b74b-4742-ae3c-0a2a2b29abf5,c759c085-185b-4b9d-9143-04ab270f3d5f,Fully Paid,109406.0,Short Term,724.0,1174162.0,7 years,Home Mortgage,Debt Consolidation,2776.66,14.0,300.0,6.0,1.0,98914.0,280016.0,1.0,0.0
